level_0,index,Date,Name,Points,FormatLat,IsBBOX,LatVec,LonVec
559,575,09/17/2019,"Ozone / Mexico City, Mexico / 2014","Points:(19.048237--99.364924),(19.592757--98.940303)","(19.048237,-99.364924)|(19.592757,-98.940303)",True,"19.592757, 19.592757, 19.048237, 19.048237","-98.940303, -99.364924, -99.364924, -98.940303"
569,586,09/10/2019,"Gamma Radiation / Syracuse, New York, United States / 2016","Points:(43.089418--76.206915),(42.981681--76.078955)","(43.089418,-76.206915)|(42.981681,-76.078955)",True,"42.981681, 43.089418, 43.089418, 42.981681","-76.078955, -76.078955, -76.206915, -76.206915"
573,590,09/10/2019,"Gamma Radiation / Yaphank, New York, United States / 2015","Points:(40.867146--72.97669),(40.796069--72.885566)","(40.867146,-72.97669)|(40.796069,-72.885566)",True,"40.796069, 40.867146, 40.867146, 40.796069","-72.885566, -72.885566, -72.97669, -72.97669"
577,594,09/10/2019,"Gamma Radiation / Charlotte, North Carolina, United States / 2018","Points:(35.391057--81.010201),(35.015204--80.676808)","(35.391057,-81.010201)|(35.015204,-80.676808)",True,"35.015204, 35.391057, 35.391057, 35.015204","-80.676808, -80.676808, -81.010201, -81.010201"
581,598,09/10/2019,"Gamma Radiation / Greensboro, North Carolina, United States / 2016","Points:(36.209475--80.009221),(35.984343--79.66482)","(36.209475,-80.009221)|(35.984343,-79.66482)",True,"35.984343, 36.209475, 36.209475, 35.984343","-79.66482, -79.66482, -80.009221, -80.009221"
585,602,09/10/2019,"Gamma Radiation / Raleigh, North Carolina, United States / 2017","Points:(35.97338--78.824347),(35.711863--78.469001)","(35.97338,-78.824347)|(35.711863,-78.469001)",True,"35.711863, 35.97338, 35.97338, 35.711863","-78.469001, -78.469001, -78.824347, -78.824347"
589,606,09/10/2019,"Gamma Radiation / Wilmington, North Carolina, United States / 2015","Points:(34.26873--77.955854),(34.145686--77.792848)","(34.26873,-77.955854)|(34.145686,-77.792848)",True,"34.145686, 34.26873, 34.26873, 34.145686","-77.792848, -77.792848, -77.955854, -77.955854"
593,610,09/10/2019,"Gamma Radiation / Bismarck, North Dakota, United States / 2017","Points:(46.867096--100.851186),(46.750212--100.694065)","(46.867096,-100.851186)|(46.750212,-100.694065)",True,"46.750212, 46.867096, 46.867096, 46.750212","-100.694065, -100.694065, -100.851186, -100.851186"
597,614,09/05/2019,"Vehicle Counts / Paris, France / 2018","Points:(48.815575-2.224122),(48.902156-2.46976)","(48.815575,2.224122)|(48.902156,2.46976)",True,"48.815575, 48.902156, 48.902156, 48.815575","2.224122, 2.224122, 2.46976, 2.46976"
598,615,09/04/2019,"Annual Average Daily Vehicle Counts / Barnstable County, Massachusetts, United States / 2017","Points:(41.480443--70.760631),(42.133646--69.860104)","(41.480443,-70.760631)|(42.133646,-69.860104)",True,"42.133646, 42.133646, 41.480443, 41.480443","-69.860104, -70.760631, -70.760631, -69.860104"
602,619,09/04/2019,"Air Temperature / Yellowstone National Park, Wyoming, United States / 2016","Points:(44.6569--111.0894),(44.3731--110.8308)","(44.6569,-111.0894)|(44.3731,-110.8308)",True,"44.3731, 44.6569, 44.6569, 44.3731","-110.8308, -110.8308, -111.0894, -111.0894"
605,622,09/04/2019,"Gamma Radiation / Las Vegas, Nevada, United States / 2017","Points:(36.385838--115.416241),(36.128037--115.064047)","(36.385838,-115.416241)|(36.128037,-115.064047)",True,"36.128037, 36.385838, 36.385838, 36.128037","-115.064047, -115.064047, -115.416241, -115.416241"
609,626,09/04/2019,"Gamma Radiation / Reno, Nevada, United States / 2018","Points:(39.726215--120.000564),(39.394897--119.689944)","(39.726215,-120.000564)|(39.394897,-119.689944)",True,"39.394897, 39.726215, 39.726215, 39.394897","-119.689944, -119.689944, -120.000564, -120.000564"
613,630,09/04/2019,"Gamma Radiation / Albany, New York, United States / 2016","Points:(42.72663--73.899279),(42.610896--73.72497)","(42.72663,-73.899279)|(42.610896,-73.72497)",True,"42.610896, 42.72663, 42.72663, 42.610896","-73.72497, -73.72497, -73.899279, -73.899279"
617,634,09/04/2019,"Gamma Radiation / Lockport, New York, United States / 2018","Points:(43.195269--78.740615),(43.140781--78.664252)","(43.195269,-78.740615)|(43.140781,-78.664252)",True,"43.140781, 43.195269, 43.195269, 43.140781","-78.664252, -78.664252, -78.740615, -78.740615"
621,638,09/04/2019,"Gamma Radiation / New York City, New York, United States / 2016","Points:(40.924152--74.283295),(40.463366--73.679264)","(40.924152,-74.283295)|(40.463366,-73.679264)",True,"40.463366, 40.924152, 40.924152, 40.463366","-73.679264, -73.679264, -74.283295, -74.283295"
625,642,09/04/2019,"Gamma Radiation / Rochester, New York, United States / 2017","Points:(43.268283--77.706053),(43.099173--77.527304)","(43.268283,-77.706053)|(43.099173,-77.527304)",True,"43.099173, 43.268283, 43.268283, 43.099173","-77.527304, -77.527304, -77.706053, -77.706053"
641,658,09/02/2019,"Annual Average Daily Vehicle Counts / Berkshire County, Massachusetts, United States / 2016","Points:(42.034592--73.512666),(42.750203--72.974972)","(42.034592,-73.512666)|(42.750203,-72.974972)",True,"42.750203, 42.750203, 42.034592, 42.034592","-72.974972, -73.512666, -73.512666, -72.974972"
648,665,09/01/2019,"Carbon Monoxide / Akron, Ohio, United States / 2017","Points:(41.106423--81.503584),(40.07917--81.516234)","(41.106423,-81.503584)|(40.07917,-81.516234)",True,"41.106423, 41.106423, 40.07917, 40.07917","-81.503584, -81.516234, -81.516234, -81.503584"
652,669,08/30/2019,"Pedestrian Counts / Zurich, Switzerland / 2018","Points:(47.32022-8.448006),(47.434666-8.625441)","(47.32022,8.448006)|(47.434666,8.625441)",True,"47.32022, 47.434666, 47.434666, 47.32022","8.448006, 8.448006, 8.625441, 8.625441"
667,684,08/26/2019,"Gamma Radiation / Edison, New Jersey, United States / 2018","Points:(40.609101--74.440504),(40.471773--74.317713)","(40.609101,-74.440504)|(40.471773,-74.317713)",True,"40.471773, 40.609101, 40.609101, 40.471773","-74.317713, -74.317713, -74.440504, -74.440504"
671,688,08/26/2019,"Gamma Radiation / Concord, New Hampshire, United States / 2017","Points:(43.307863--71.67469),(43.151959--71.453261)","(43.307863,-71.67469)|(43.151959,-71.453261)",True,"43.151959, 43.307863, 43.307863, 43.151959","-71.453261, -71.453261, -71.67469, -71.67469"
675,692,08/26/2019,"Gamma Radiation / Albuquerque, New Mexico, United States / 2018","Points:(35.219938--106.883297),(34.945883--106.470988)","(35.219938,-106.883297)|(34.945883,-106.470988)",True,"34.945883, 35.219938, 35.219938, 34.945883","-106.470988, -106.470988, -106.883297, -106.883297"
679,696,08/26/2019,"Gamma Radiation / Carlsbad, New Mexico, United States / 2015","Points:(32.479451--104.290775),(32.317021--104.147018)","(32.479451,-104.290775)|(32.317021,-104.147018)",True,"32.317021, 32.479451, 32.479451, 32.317021","-104.147018, -104.147018, -104.290775, -104.290775"
683,700,08/26/2019,"Gamma Radiation / Navajo Lake, New Mexico, United States / 2016","Points:(36.864461--107.647833),(36.792915--107.522642)","(36.864461,-107.647833)|(36.792915,-107.522642)",True,"36.792915, 36.864461, 36.864461, 36.792915","-107.522642, -107.522642, -107.647833, -107.647833"
688,705,08/24/2019,"Pavement Condition / Sacramento, California, United States / 2017","Points:(38.437574--121.56012),(38.685506--121.36274)","(38.437574,-121.56012)|(38.685506,-121.36274)",True,"38.685506, 38.685506, 38.437574, 38.437574","-121.36274, -121.56012, -121.56012, -121.36274"
697,714,08/24/2019,"Carbon Monoxide / Phoenix, Arizona, United States / 2014","Points:(33.56031--112.06619),(33.46093--112.11748)","(33.56031,-112.06619)|(33.46093,-112.11748)",True,"33.56031, 33.56031, 33.46093, 33.46093","-112.06619, -112.11748, -112.11748, -112.06619"
698,715,08/22/2019,"Traffic Signal Violations / Chicago, Illinois, United States / 2014","Points:(41.69246536--87.6424409),(42.01237134--87.69039392)","(41.69246536,-87.6424409)|(42.01237134,-87.69039392)",True,"41.69246536, 42.01237134, 42.01237134, 41.69246536","-87.6424409, -87.6424409, -87.69039392, -87.69039392"
702,719,08/22/2019,"Vehicle Speed Violations / Chicago, Illinois, United States / 2016","Points:(42.00025951--87.68980291),(41.66317406--87.63352045)","(42.00025951,-87.68980291)|(41.66317406,-87.63352045)",True,"41.66317406, 42.00025951, 42.00025951, 41.66317406","-87.63352045, -87.63352045, -87.68980291, -87.68980291"
708,725,08/21/2019,"Pavement Condition / Chicago, Illinois, United States / 2017","Points:(41.6399--87.524494),(42.021665--87.944657)","(41.6399,-87.524494)|(42.021665,-87.944657)",True,"41.6399, 42.021665, 42.021665, 41.6399","-87.524494, -87.524494, -87.944657, -87.944657"
709,726,08/21/2019,"Pavement Condition / San Francisco, California, United States / 2014","Points:(37.832391--122.363779),(37.706483--122.508707)","(37.832391,-122.363779)|(37.706483,-122.508707)",True,"37.832391, 37.832391, 37.706483, 37.706483","-122.363779, -122.508707, -122.508707, -122.363779"
720,737,08/21/2019,"Pavement Condition / Santa Monica, California, United States / 2017","Points:(33.966658--118.553468),(34.05056--118.443426)","(33.966658,-118.553468)|(34.05056,-118.443426)",True,"34.05056, 34.05056, 33.966658, 33.966658","-118.443426, -118.553468, -118.553468, -118.443426"
723,740,08/21/2019,"Pavement Condition / Los Angeles, California, United States / 2017","Points:(34.29--117.76),(33.55--119.05)","(34.29,-117.76)|(33.55,-119.05)",True,"34.29, 34.29, 33.55, 33.55","-117.76, -119.05, -119.05, -117.76"
729,758,08/20/2019,"Annual Average Daily Vehicle Counts / Iron County, Michigan, United States / 2015","Points:(46.418825--88.990702),(45.923092--88.117284)","(46.418825,-88.990702)|(45.923092,-88.117284)",True,"45.923092, 46.418825, 46.418825, 45.923092","-88.117284, -88.117284, -88.990702, -88.990702"
734,769,08/19/2019,"Annual Average Daily Vehicle Counts / Luce County, Michigan, United States / 2014","Points:(46.688122--85.859863),(46.246256--85.238869)","(46.688122,-85.859863)|(46.246256,-85.238869)",True,"46.246256, 46.688122, 46.688122, 46.246256","-85.238869, -85.238869, -85.859863, -85.859863"
742,784,08/14/2019,"Carbon Monoxide / Washington, District of Columbia, United States / 2016","Points:(38.903889--77.046389),(38.895572--76.958072)","(38.903889,-77.046389)|(38.895572,-76.958072)",True,"38.895572, 38.903889, 38.903889, 38.895572","-76.958072, -76.958072, -77.046389, -77.046389"
743,785,08/14/2019,"Vehicle Counts / Downtown Las Vegas, Nevada, United States","Points:(36.1646178--115.1476675),(36.1668352--115.1556176)","(36.1646178,-115.1476675)|(36.1668352,-115.1556176)",True,"36.1646178, 36.1668352, 36.1668352, 36.1646178","-115.1476675, -115.1476675, -115.1556176, -115.1556176"
745,787,08/12/2019,"Carbon Monoxide / Boston, Massachusetts, United States / 2017","Points:(42.3295--71.0826),(42.325186--71.056061)","(42.3295,-71.0826)|(42.325186,-71.056061)",True,"42.325186, 42.3295, 42.3295, 42.325186","-71.056061, -71.056061, -71.0826, -71.0826"
749,791,08/02/2019,"Gamma Radiation / Jackson, Mississippi, United States / 2016","Points:(32.400205--90.319349),(32.206638--90.060721)","(32.400205,-90.319349)|(32.206638,-90.060721)",True,"32.206638, 32.400205, 32.400205, 32.206638","-90.060721, -90.060721, -90.319349, -90.319349"
753,795,08/02/2019,"Gamma Radiation / Billings, Montana, United States / 2018","Points:(45.853627--108.694667),(45.70901--108.44425)","(45.853627,-108.694667)|(45.70901,-108.44425)",True,"45.70901, 45.853627, 45.853627, 45.70901","-108.44425, -108.44425, -108.694667, -108.694667"
757,799,08/02/2019,"Gamma Radiation / Kearney, Nebraska, United States / 2018","Points:(40.741374--99.139698),(40.660259--99.018009)","(40.741374,-99.139698)|(40.660259,-99.018009)",True,"40.660259, 40.741374, 40.741374, 40.660259","-99.018009, -99.018009, -99.139698, -99.139698"
761,803,08/02/2019,"Gamma Radiation / Lincoln, Nebraska, United States / 2018","Points:(40.889147--96.800558),(40.706415--96.581858)","(40.889147,-96.800558)|(40.706415,-96.581858)",True,"40.706415, 40.889147, 40.889147, 40.706415","-96.581858, -96.581858, -96.800558, -96.800558"
765,807,08/02/2019,"Gamma Radiation / Omaha, Nebraska, United States / 2016","Points:(41.386278--96.299187),(41.191083--95.872133)","(41.386278,-96.299187)|(41.191083,-95.872133)",True,"41.191083, 41.386278, 41.386278, 41.191083","-95.872133, -95.872133, -96.299187, -96.299187"
